ID,Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
tt13606532,Munnar,2009,115 min,-,-,Drama            ,tamil
tt0187486,Sathyavaan Savithri,1977,-,5.4,17,"Biography, Drama, History            ",malayalam
tt7685534,The Free Upgrade,2017,36 min,-,-,"Short, Thriller            ",malayalam
tt3851672,Heroine No.1,2001,-,-,-,"Drama, Thriller            ",hindi
tt1538256,Dinanter Alo,1965,-,-,-,Drama            ,bengali
tt13906360,Pagal,2011,-,-,-,Drama            ,kannada
tt6060142,Deep,2010–2011,40 min,-,-,Drama            ,urdu
tt0377627,Chandni Raat,1949,-,-,-,"Drama, Family            ",hindi
tt0354058,Sthreedhanam,1993,130 min,6.8,28,"Drama, Family            ",malayalam
tt0244485,Dhuli,1954,163 min,6.1,8,Drama            ,bengali
tt8894042,Pove Pora,2014,130 min,-,-,Drama            ,telugu
tt0158740,Madhuri,1932,155 min,-,-,-,hindi
tt14263198,Mon Amar Shudhu Tomar,2010,-,-,-,Drama            ,bengali
tt11423518, Alif Laila,1997–2002,-,-,-,"Adventure, Fantasy            ",urdu
tt8914956,Maj Rati Keteki,2017,-,7.3,34,Drama            ,assamese
tt1611051,Gunahon Ki Basti,2008,-,-,-,Crime            ,urdu
tt4892718,Sir C. P.,2015,135 min,2.5,87,Drama            ,malayalam
tt10399352,Sakhhii,2019,122 min,2.8,5,"Drama, Romance            ",bengali
tt2643802,Darppanam the Mirror,2013,27 min,-,-,"Short, Drama            ",malayalam
tt0242843,Sandhi,1944,-,-,-,-,hindi
tt0156556,Gayatri Mahima,1977,-,-,-,Fantasy            ,hindi
tt0280909,Malsaram,1975,-,-,-,-,malayalam
tt0229999,Apala,1949,-,-,-,-,hindi
tt3325258,Unmaigal,1983,-,-,-,Family            ,tamil
tt7478792,Puppa,2017– ,-,8.0,472,"Comedy, Drama            ",urdu
tt0318760,Thulabharam,1974,-,-,-,-,telugu
tt7886898,Seetha... Ramuni Kosam,2017,113 min,5.2,6,Thriller            ,telugu
-,Nyay: The Justice,2021,-,-,-,Drama            ,hindi
tt1587218,Mayabini Lane,1966,-,-,-,Drama            ,bengali
tt11422954,Larron,I 2019,8 min,-,-,"Short, Drama, Thriller            ",malayalam
tt11007104,Aata Ga Baya,2011,-,-,-,-,marathi
tt12705154,Shambu,2005,-,-,-,Drama            ,kannada
tt3053768,Koormavatara,2011,-,8.1,37,Drama            ,kannada
tt4488970,Ek Hatyara,1994,-,-,-,Action            ,hindi
tt3811012,Green Signal,2014,-,5.0,8,-,telugu
tt0359935,Santosh,1989,146 min,6.8,36,"Drama, Family            ",hindi
tt8157646,Aakashee Pullover,2018,88 min,-,-,Drama            ,bengali
tt1708453,Aakrosh,2010,115 min,7.0,"3,425","Action, Crime, Thriller            ",hindi
tt0322877,Jotugriha,1964,130 min,8.4,49,Drama            ,bengali
tt8768882,The Last Breath,III 2018,20 min,-,-,"Short, Horror            ",malayalam
tt11323102,Divyang,2020,-,-,-,Drama            ,marathi
tt0214217,Ulti Ganga,1942,-,-,-,-,hindi
-,Meppadiyan,2021,-,-,-,"Drama, Thriller            ",malayalam
tt5494500, Mann Mayal,2016,-,8.5,53,"Drama, Romance            ",urdu
tt0235569,Manju Moodal Manju,1980,-,-,-,-,malayalam
tt3155962,Birju Ustad,1964,-,-,-,Action            ,hindi
tt2043923,Mod,2011,100 min,6.5,396,"Drama, Romance, Thriller            ",hindi
tt12587414,Gowdru Cycle,2019,140 min,-,-,Comedy            ,kannada
tt2613668,Soldier as Thakur Daler Singh,1969,-,6.0,5,Action            ,hindi
tt12072012,Baggidi Gopal,2020,131 min,-,-,Action            ,telugu
tt0102201,Khoon Ka Karz,1991,151 min,4.8,82,"Action, Crime, Drama            ",hindi
tt9477108,Khamosh,1949,-,-,-,Drama            ,hindi
tt0121533,May Madham,1994,149 min,6.4,131,"Drama, Musical, Romance            ",tamil
tt0213512,Bhargavi Nilayam,1964,175 min,7.7,103,Horror            ,malayalam
tt0245679,Aapathbandavudu,1992,173 min,7.6,342,"Drama, Musical            ",telugu
tt6131622,Lara Lappa,1952,-,-,-,-,punjabi
tt1763282,Sheran De Puttar Sher,1969,-,-,-,-,punjabi
tt11952166,Nadia,1985,-,-,-,Drama            ,urdu
tt1346675,Jaribidda Jana,1980,133 min,-,-,-,kannada
tt2015304,Baaz,1992,-,5.8,48,"Action, Mystery, Thriller            ",hindi
tt0072190,Sonar Kella,1974,120 min,8.4,"2,048","Adventure, Family, Mystery            ",bengali
tt5815940,Gentleman,2016,144 min,7.1,"1,851","Mystery, Romance, Thriller            ",telugu
-,Thimiram,2021,107 min,-,-,Drama            ,malayalam
tt0214980,Narsi Bhagat,1957,-,6.5,6,Biography            ,hindi
tt4280824,Eh Janam Tumhare Lekhe,2015,135 min,8.6,352,Biography            ,punjabi
tt0155985,Pyari Behna,1985,136 min,6.7,68,"Action, Comedy, Drama            ",hindi
tt0310886,Chithegu Chinthe,1978,129 min,-,-,Comedy            ,kannada
tt3850200,A Story of a Call Girl,2000,-,-,-,Thriller            ,hindi
tt2272330,Babul,1971,-,-,-,"Drama, Musical            ",punjabi
tt0379259,Dhuwandhar,1935,-,-,-,-,hindi
tt0215974,Mata,1942,-,-,-,-,hindi
tt10964040,17th September,2019,105 min,-,-,Drama            ,bengali
tt0320471,Sir... I Love You,1991,121 min,4.3,6,-,tamil
tt1180304,Doraemon the Movie: Nobita and the Green Giant Legend,2008,112 min,6.5,479,"Animation, Adventure, Comedy            ",hindi
tt0279450,Swarna Vigraham,1974,-,-,-,-,malayalam
tt0250436,Insaanyat Ke Dushman,1990,-,2.7,23,-,urdu
tt3431756,Rakhtbeej,2012,120 min,3.1,15,Thriller            ,hindi
tt4995590,Junun,2015,54 min,7.3,"1,920","Documentary, Music            ",oriya
tt0290401,Adyshakti Mahamaya,1968,128 min,-,-,Drama            ,bengali
tt0231951,Lal Pari,1954,-,4.6,5,"Adventure, Fantasy            ",hindi
tt1500682,Aadmi Ki Aurat Aur Anya Kahaniya,2009,78 min,7.6,61,Drama            ,hindi
tt0212857,Char Minar,1956,-,-,-,"Action, Romance            ",hindi
tt0233181,Alibaba Aur Chalis Chor,1932,-,3.4,5,-,hindi
tt13690428,Vichitra Premi,2010,-,-,-,Drama            ,kannada
tt13746792,Alaiyadikkuthu,2005,-,-,-,Drama            ,tamil
tt1814683,Diary of a Butterfly,2012,97 min,3.6,88,Drama            ,hindi
tt0252733,Mori Maa,1966,-,-,-,-,gujarati
tt13606708,Sivagiri,2009,-,-,-,Drama            ,tamil
tt0303661,Anita & Me,2002,89 min,6.4,"1,657","Comedy, Drama            ",punjabi
tt0155332,Vasavdatta,1934,-,-,-,-,hindi
tt14253602,Hrudaya I Miss U,2008,-,-,-,Drama            ,kannada
tt2524220,What's on Your Mind?,2013,96 min,-,-,Drama            ,hindi
tt2196564,Pune-52,2013,126 min,7.1,213,"Drama, Thriller            ",marathi
tt8386480,Bhor,2018,-,7.8,5,Drama            ,nepali
tt0251717,Golanthara Vartha,1993,133 min,6.7,174,"Comedy, Drama            ",malayalam
tt8517350,Dust Bin,2018,130 min,7.3,6,Drama            ,malayalam
tt9355204,Over the Edge,2016,60 min,6.2,9,Reality-TV            ,urdu
tt14063668,Dictionary,2021,109 min,9.1,129,Drama            ,bengali
tt11011484,Inba Twinkle Lilly,2018,152 min,4.3,11,Drama            ,tamil
-,Kallan D'Souza,,-,-,-,Comedy            ,malayalam
tt0332713,Nakshathrangale Sakshi,1979,-,-,-,-,malayalam
tt0260310,Raju Vedale,1976,-,-,-,-,telugu
tt8523160,Beharbari Outpost,2013– ,-,8.7,13,Comedy            ,assamese
tt2568760,Theevram,2012,135 min,6.5,"1,055","Action, Crime, Thriller            ",malayalam
tt0284137,Gadar: Ek Prem Katha,2001,170 min,7.2,"10,102","Action, Drama, Romance            ",hindi
tt6221000,Godha,2017,120 min,7.3,"1,597","Comedy, Drama, Sport            ",malayalam
tt0238495,Pancharati,1960,-,-,-,-,marathi
tt0275549,Nidrayil Oru Rathri,1990,107 min,-,-,-,malayalam
tt14188886,Bettapurada Ditta Makkalu,2009,-,-,-,Drama            ,kannada
tt1611003,Anjaam,2008,-,4.3,10,Drama            ,urdu
tt0256527,Yeh Rishta Na Tootay,1981,-,5.3,9,"Crime, Drama            ",hindi
tt0254472,Kanaka Chilanga,1966,-,-,-,-,malayalam
tt4964480,Aro Ekbar,2015,-,5.8,27,Drama            ,bengali
tt11238428,Parinday,1992,142 min,-,-,"Action, Crime, Musical            ",punjabi
tt1440164,Enga Mama,1970,159 min,6.9,17,-,tamil
tt5755606,Banjo,2016,137 min,4.9,"1,093","Action, Drama, Music            ",hindi
tt2187090,Raktha Kanneeru,2003,149 min,7.9,521,"Comedy, Drama            ",kannada
tt6889342,Piya Mann Bhaye,2015,-,8.4,7,Drama            ,urdu
tt0230900,Trolley Driver,1958,-,-,-,-,hindi
tt2167779,Jatti,1980,118 min,-,-,Comedy            ,punjabi
tt13563212,The Midnight Murder,2020,19 min,9.2,8,"Short, Crime            ",assamese
tt4911920,NOMADS BUT NOT...,2014,23 min,-,-,"Documentary, Short, Adventure            ",nepali
tt7822540,Raa Raa,2018,144 min,5.8,26,"Drama, Horror            ",telugu
tt0304067,Gaunthali,2001,-,7.5,10,-,nepali
tt11663360,Situationship,2019,-,-,-,Drama            ,hindi
tt0969678,Sill,2007– ,30 min,-,-,Drama            ,urdu
tt6536808,Ice Ice Mighty,2015,-,-,-,Animation            ,hindi
tt0416458,Adavi Ramudu,2004,152 min,4.0,281,"Action, Romance            ",telugu
tt3099078,Khush Naseeb,1964,-,-,-,Action            ,hindi
tt0273913,Omana,1972,128 min,-,-,Drama            ,malayalam
tt0156832,Naya Daur,1978,124 min,5.6,52,"Action, Crime, Drama            ",hindi
tt0481132,Maratha Nadu,2004,118 min,-,-,"Crime, Drama, Romance            ",malayalam
tt0485922,Keerthi Chakra,2006,130 min,7.1,938,"Action, Drama, War            ",tamil
tt11422822,Impathu Roova,2019,112 min,-,-,Drama            ,tamil
tt2433542,Yamudiki Mogudu,2012,-,4.6,118,"Comedy, Fantasy            ",telugu
tt1575621,Maa Aavida Meeda Vottu Mee Aavida Chala Manchidi,2001,147 min,5.3,25,Drama            ,telugu
tt5373876,Padma Meghna Jamuna,1991,159 min,7.1,14,"Drama, Romance            ",oriya
tt1332589,Sassi Punnu,1968,-,-,-,-,punjabi
tt7142492,Adhantari,2009,112 min,-,-,Drama            ,marathi
tt2389974,Aatma,2013,94 min,3.8,611,"Drama, Horror, Thriller            ",hindi
tt1539997,Kerala Cafe,2009,140 min,7.5,"1,011","Comedy, Drama, Family            ",malayalam
tt14066630,Tighi,2005,104 min,-,-,Drama            ,marathi
tt0269626,Nigah-e-Nafrat,1935,-,-,-,-,hindi
-,Yaarige Yaaruntu,,-,-,-,Comedy            ,kannada
tt10579904,Sabdhan Pancha Aashche,2008,-,-,-,Comedy            ,bengali
tt7345986,Sindoor,1991,99 min,-,-,"Action, Drama, Romance            ",bengali
tt0271460,Dhinarathrangal,1988,-,7.0,19,Drama            ,malayalam
tt10594598,Talash,I 2019,-,6.3,40,"Action, Adventure, Comedy            ",punjabi
tt0359073,Chinna Thevan,1995,-,-,-,-,tamil
tt2674084,Danka,1969,-,-,-,Action            ,hindi
tt8458784,Kanni Vedi,2018,-,-,-,Action            ,tamil
tt6868352,MASTI NAHI SASTI,2017,96 min,-,-,Comedy            ,hindi
tt0351834,Manasa Veena,1984,-,-,-,"Drama, Musical, Romance            ",telugu
tt0331535,Kalyana Sowgandhikam,1996,138 min,6.1,164,"Comedy, Drama, Romance            ",malayalam
tt11732494,Intezaar,2020,93 min,-,-,Drama            ,urdu
tt0400732,Phool Aur Sholay,1976,-,2.2,18,-,urdu
tt0390594,Vamsodharakudu,1972,-,-,-,-,telugu
tt0156058,Sita Swayamvar,1976,-,8.2,29,"Adventure, Drama, Fantasy            ",malayalam
tt8485448,Touttay,2018,52 min,-,-,"Drama, History            ",hindi
tt8651064,Idam Jagath,2018,126 min,5.4,114,"Action, Thriller            ",telugu
tt8586692,KALPATAROO,2018,103 min,-,-,"Drama, Romance            ",bengali
tt0248234,Ninaithathai Mudippavan,1975,158 min,7.2,33,Action            ,tamil
tt0320234,Palavanai Rojakkal,1986,-,7.4,5,-,tamil
tt3073326,Goopi Gawaiya Bagha Bajaiya,2013,79 min,7.0,117,"Animation, Comedy, Drama            ",hindi
tt0149857,Bhavna,1984,-,7.0,32,Drama            ,hindi
tt0247502,Manchali,1973,131 min,6.5,127,"Comedy, Romance, Musical            ",hindi
tt0353526,Harishchandanam,1993,-,-,-,-,malayalam
tt1186817,Ontari,2008,-,5.8,132,Action            ,telugu
tt0190419,Ghulam,1998,162 min,7.3,"10,920","Action, Crime, Drama            ",hindi
tt9772730,Rewind,VII 2016,-,-,-,Short            ,malayalam
tt0141651,Neki Aur Badi,1949,-,-,-,-,hindi
tt0469777,Kalamandalam Ramankutty Nair,2005,73 min,-,-,"Documentary, Biography            ",malayalam
tt6750126,Sugamana Sumaigal,1992,-,-,-,Drama            ,tamil
tt0239826,Posti,1951,-,6.5,6,"Adventure, Comedy, Drama            ",punjabi
tt10147988,Raja Mariyathai,II 1987,-,-,-,Drama            ,tamil
tt9344306,Madhuri,2018,121 min,7.3,7,Drama            ,marathi
tt0264713,Iraq Ka Chor,1934,-,-,-,-,hindi
tt2924480,Shaitani Badla,1993,-,-,-,Horror            ,hindi
tt9717132,Theerumanam,2019,-,-,-,Drama            ,malayalam
tt0327972,Ivar,1980,-,-,-,-,malayalam
tt6134214,Chocolate,II 2016,104 min,5.5,58,"Comedy, Thriller            ",bengali
tt1411917,Polladhavan,1980,135 min,6.6,141,"Action, Crime, Drama            ",tamil
tt5582430,Y,II 2017,106 min,6.3,98,Thriller            ,malayalam
tt6851830,Sai Darshan... Ek Anubhav,2010,-,-,-,Biography            ,marathi
tt8669098,Thithikudhe,2003,147 min,5.8,32,Romance            ,tamil
tt14130018,Isar,1975,-,-,-,Drama            ,urdu
tt2924546,Jawani Ki Khusboo,1994,-,-,-,Thriller            ,hindi
tt6717124,Hothat Sedin,2012,-,5.5,8,Drama            ,bengali
tt0334065,Oru Thalai Raagam,1980,127 min,7.4,56,Romance            ,tamil
tt10112654,The Modern Girl,1935,-,-,-,Drama            ,hindi
tt0186793,Thanikkattu Raja,1982,-,5.0,80,Action            ,tamil
tt3720230,Insaaf Ki Takkar,1993,-,-,-,Action            ,hindi
tt12982712,School teacher,2016,-,-,-,Drama            ,hindi
tt4602608,Kaakan,2015,140 min,8.2,51,Romance            ,marathi
tt8852720,Azhagu Magan,2018,-,-,-,Romance            ,tamil
tt4814294,Deewar,1955,-,-,-,Drama            ,hindi
tt1623678,Manzil,II 1960,-,-,-,Drama            ,urdu
tt3079134,Return of Johny,1972,-,-,-,Action            ,hindi
tt13188402,Chadurida Karmoda,2016,136 min,-,-,Drama            ,kannada
tt0186963,Dharma Yuddham,1979,134 min,6.2,61,"Action, Drama            ",tamil
tt1579804,Maa Variki Pelli,1993,-,-,-,Drama            ,telugu
tt0408414,Quick Study,1990– ,30 min,6.9,8,-,oriya
tt0324224,Thazhvara,2001,-,-,-,Romance            ,malayalam
tt13774184,Kyun Khuda Khafa Raha,2020 Video,-,-,-,"Short, Music            ",urdu
-,Kirayenama,,-,-,-,Family            ,hindi
tt13684496,Oru Kadhal Seiveer,2006,120 min,-,-,Drama            ,tamil
tt1666631,Ek Noor,2011,140 min,8.2,45,"Biography, Drama, Family            ",punjabi
tt0234653,Sant Sakhu,1955,-,-,-,-,kannada
tt3144084,Chaarulatha,2012,116 min,5.3,129,"Horror, Thriller            ",tamil
-,Once Upon A Time in Calcutta,2021,-,-,-,Drama            ,bengali
tt4270840,Puja,1996,140 min,6.9,34,"Drama, Musical            ",bengali
tt7745040,Red Run,2017,-,-,-,-,malayalam
tt0320191,Oh maane maane,1984,-,-,-,-,tamil
tt5310090,Saala Khadoos,2016,109 min,7.6,"11,480","Action, Drama, Sport            ",tamil
tt0240624,Ithiri Neram Othiri Karyam,1982,-,6.5,6,-,malayalam
tt0048225,Jashan,1955,-,-,-,-,hindi
tt6516470,Naroshundor,2009,15 min,8.0,21,"Short, Drama, War            ",oriya
tt13387478,Amritha Yokam,2012,-,-,-,Drama            ,tamil
-,Desh Mangda Hai Qurbaniyan,,122 min,-,-,Drama            ,punjabi
tt0370967,Mitti Ke Khiloune,1948,-,-,-,Musical            ,hindi
tt0475627,Shikhar,2005,162 min,4.9,"1,054",Drama            ,hindi
tt1593669,Dolonchanpa,1987,-,6.1,8,-,bengali
tt7166772,Prochetana,2014,-,6.6,5,Drama            ,bengali
tt1987021,Venghai,2011,155 min,4.7,570,"Action, Drama            ",tamil
tt5182656,Khamosh Adalat Jaari Hai,2017,100 min,7.6,51,Drama            ,hindi
tt9021522,Errorism,2012,-,-,-,"Short, Thriller            ",malayalam
tt4188452,Roll Sound Camera Action: RSCA,2015,105 min,-,-,Drama            ,hindi
tt5007838,Kati Dherai,2015 Video,-,-,-,"Short, Romance            ",nepali
tt8714300,Dongodochadu,1987,135 min,-,-,Drama            ,telugu
tt12257412,Butterflies,IV 2018,110 min,-,-,Thriller            ,telugu
tt3796006,Roar: Tigers of the Sundarbans,2014,123 min,5.6,697,"Action, Adventure, Sci-Fi            ",hindi
-,Tafeta,,-,-,-,Romance            ,marathi
tt0317987,Pichathy Kuttappan,1979,-,-,-,-,malayalam
tt10626416,Jathagadu,1981,137 min,-,-,Drama            ,telugu
tt14210934,Beqarar,1986,-,-,-,-,urdu
tt10909266,A'hr,2020,-,-,-,"Adventure, Drama, Thriller            ",malayalam
tt0431102,Guru Ho Jaa Shuru,1979,-,5.5,8,"Action, Crime, Drama            ",hindi
tt10482802,The Lamp of Truth,2020,-,8.3,15,Drama            ,tamil
tt0237094,Chenkol,1993,163 min,7.7,653,"Action, Drama            ",malayalam
tt5237716,Vijay Bihari Mafia,2009,-,-,-,Action            ,bhojpuri
tt0039129,Aaj Aur Kal,1947,-,4.1,8,"Comedy, Sci-Fi            ",hindi
tt2784698,Shubdin,1974,-,-,-,Drama            ,hindi
tt9466954,Marconi Mathai,2019,-,5.7,311,"Comedy, Drama            ",malayalam
tt8938174,Hero,II 2006,-,-,-,"Drama, Musical            ",assamese
tt8256118,Marumugam,2014,-,-,-,Thriller            ,tamil
tt2722816,Darawani Haveli,1997,-,-,-,Horror            ,hindi
tt1575693,Thank You Subba Rao,2001,-,7.5,6,Comedy            ,telugu
tt3269194,Varavu Nalla Uravu,1990,-,7.8,32,Drama            ,tamil
tt0187419,Premaabhishekam,1981,155 min,7.6,91,"Drama, Musical, Romance            ",malayalam
tt0256384,Shera Daku,1966,-,-,-,-,hindi
tt0315893,Ghar Mein Ram Gali Mein Shyam,1988,136 min,4.7,42,"Drama, Family, Action            ",hindi
tt9037418,Khasara,2018,-,9.0,16,Romance            ,oriya
tt3198656,Govindaaya Namaha,2012,-,6.2,20,"Comedy, Drama            ",kannada
tt9024982,Kunguma Kodu,1988,128 min,-,-,Drama            ,tamil
tt0452380,Preetam,1942,-,-,-,-,hindi
tt1000155,Shankhonad,2005,102 min,7.7,15,Drama            ,bengali
tt6177502,Gujju Rocks,2016,120 min,-,-,Comedy            ,gujarati
tt5254360,Children of Haliya,2015,101 min,-,-,Documentary            ,nepali
tt2363255,Laptop,2012,120 min,7.0,237,Drama            ,bengali
tt2215477,RamLeela,2013,150 min,6.4,"18,904","Drama, Musical, Romance            ",hindi
tt3453724,Mujrim Kaun Khooni Kaun,1965,-,-,-,Thriller            ,hindi
tt0781315,Arya,2003,97 min,4.0,35,Romance            ,telugu
tt0403694,Yes Nenante Nene,1994,-,7.4,5,-,telugu
tt4629058,A Paying Ghost,2015,140 min,7.2,67,"Comedy, Drama            ",marathi
tt4540938,Patal Jwaala,1985,-,-,-,Drama            ,hindi
tt8785322,Manje Bistre 2,2019,125 min,5.3,186,Drama            ,punjabi
tt0297738,Apne Rang Hazaar,1975,124 min,6.1,14,"Drama, Romance            ",hindi
tt8364132,Birbal,2019,163 min,7.8,"1,085","Crime, Thriller            ",kannada
tt5900026,Dooram,2017,23 min,6.9,13,"Short, Thriller            ",malayalam
tt0102389,Mane,1991,137 min,6.6,30,"Drama, Mystery            ",kannada
tt0332766,Sur: The Melody of Life,2002,136 min,6.5,468,"Drama, Musical, Romance            ",hindi
-,Arasiyalla Idhellam Saadharnamappa,,-,-,-,Comedy            ,tamil
tt9558604,Seelavathi,2018,-,-,-,-,hindi
tt0925058,Asthram,2006,140 min,5.7,"1,124","Action, Crime, Thriller            ",telugu
tt0317926,Mortuary,II 1983,130 min,4.8,20,Thriller            ,malayalam
-,Sleeper Cells,,-,-,-,Thriller            ,malayalam
tt3334374,Mother,2015,100 min,7.6,"1,200",Drama            ,urdu
tt0265902,Trilok Sundari,1980,-,8.4,31,-,telugu
tt13872656,Ezhudesangalkkumakale,2014,-,-,-,Thriller            ,malayalam
tt5441256,Tripura,2015,151 min,5.6,68,"Comedy, Horror            ",telugu
tt11958528,Xitor Xojat (in the depth of winter),2020,5 min,-,-,"Short, Drama            ",assamese
tt1948150,Singham,2011,143 min,6.8,"14,497","Action, Crime, Drama            ",tulu
tt0077596,Ganga Ki Saugand,1978,142 min,5.4,143,"Action, Drama            ",hindi
tt0337998,Ek Hindustani,2003,-,5.9,38,Action            ,hindi
tt0482823,Ragni,1945,-,-,-,-,hindi
tt0568053, ER,1994–2009,60 min,8.4,405,"Drama, Romance            ",urdu
tt0388404,Shane Subhan,1933,-,-,-,-,hindi
tt8743156,Khaidi Nagamma,1987,-,-,-,Drama            ,telugu
tt8584008,Njan (Conscience),2020,21 min,-,-,"Short, Fantasy            ",malayalam
tt0157037,Shri Chaitanya Mahaprabhu,1954,-,7.8,5,Biography            ,hindi
tt1883396,Yamla Jatt,1969,-,-,-,-,punjabi
tt3720156,Bas Karo Tum,1999,-,-,-,Thriller            ,hindi
tt0230784,Sila,1988,-,-,-,Drama            ,hindi
-,Red Mercury Mission in India,2021,-,-,-,"Action, Crime, War            ",telugu
tt5247556,Love Alive,2016,90 min,7.4,26,Thriller            ,hindi
-,Antappante Athbudha Pravarthikal (Miracles of Antappan),,-,-,-,"Comedy, Fantasy            ",malayalam
tt4721050,Do Mastane,1958,-,-,-,Comedy            ,hindi
tt3962184,Hebbuli,2017,141 min,7.0,"2,184","Action, Drama, Thriller            ",tamil
tt13711212,Guardian,I 2021,-,5.9,159,Thriller            ,malayalam
tt1382613,Devathalara Deevinchandi,1977,138 min,4.9,7,"Action, Adventure, Drama            ",telugu
tt9799044,Baggage,VII 2018,115 min,7.6,11,Drama            ,kannada
tt1621767,April Maadhathil,2002,153 min,6.2,83,Romance            ,tamil
tt5079992,Chundadi Ni Laaj,2000,-,4.9,14,Drama            ,gujarati
tt0286620,Fareb,1996,147 min,4.6,127,"Action, Crime, Drama            ",hindi
tt11157882,Main Sehra Bandh Ke Aaunga,2017,122 min,-,-,Drama            ,bhojpuri
tt8948308,Shubh Lagna Savdhan,2018,129 min,7.6,12,Family            ,marathi
tt0482800,Mr. India,1961,179 min,6.8,32,"Comedy, Crime, Drama            ",rajastani
tt0156073,Shri Rajeshwari Vilas Coffee Club,1976,-,7.6,27,"Comedy, Drama            ",telugu
tt0112308,Agnichakra,1997,123 min,3.6,50,Action            ,hindi
tt14216458,Puttar Munawar Zareef Da,1994,-,-,-,-,punjabi
tt1248236,Premante Inthe,2006,-,5.6,7,-,telugu
tt1686780,Jawani Zindabaad,2010,140 min,6.9,9,"Comedy, Drama, Romance            ",punjabi
tt0155534,Bebus,1950,-,-,-,-,hindi
-,Mehroom,,-,-,-,Romance            ,hindi
-,Stud Sala,,-,-,-,Comedy            ,hindi
tt0318120,Thambi Durai,1997,-,4.3,10,-,tamil
tt1869385,Doubles,2011,116 min,2.3,171,Drama            ,malayalam
tt0970958,Saraab,2007 TV Movie,-,9.0,6,Drama            ,oriya
tt1696191,Tere Mere Phere,2011,120 min,5.3,243,"Comedy, Drama, Romance            ",hindi
tt8862690,Vara Prasad Potti Prasad,2011,120 min,-,-,Drama            ,telugu
tt3666070,An Aircraft Is Born,2002,20 min,-,-,"Documentary, Short            ",urdu
tt10673874,Little Gandhi,2019,-,-,-,Drama            ,hindi
tt0269758,Raja Ki Ayegi Baraat,1997,158 min,3.7,366,"Drama, Romance            ",hindi
tt0214286,Vithu Mazha Lekurwala,1962,-,-,-,-,marathi
tt4786190,Noor-E-Islam,1978,-,-,-,Drama            ,hindi
tt0246322,Wardat,1981,133 min,6.7,49,"Action, Thriller            ",hindi
tt1847736,U R My Jaan,2011,140 min,5.8,95,Romance            ,hindi
tt0332832,Yekshi Paaru,1979,-,-,-,-,malayalam
tt1089718,Made in India?,2006,50 min,-,-,Documentary            ,malayalam
tt1482105,Aaravalli,1957,210 min,5.9,7,Horror            ,hindi
tt8761792,Maa Voori Pedda Manushulu,1981,-,-,-,Drama            ,telugu
tt3210284,Chhutii Aar Picnic,2013,72 min,6.8,12,"Drama, Music, Romance            ",bengali
tt4491462,Kartavya: Lion on Duty,2004,-,-,-,Action            ,hindi
tt0231645,Ghar Dwaar,1985,153 min,7.1,41,Drama            ,hindi
tt2211173,Yevadu,2014,165 min,5.6,"6,703","Action, Thriller            ",telugu
tt0464823,Niñas de hojalata,2003,-,7.4,7,Documentary            ,nepali
tt13978824,Samartha,2018,121 min,-,-,-,kannada
tt8851840,Station Master,1988,131 min,6.7,6,Drama            ,telugu
tt0155725,Gorantha Deepam,1978,154 min,8.4,45,Family            ,telugu
tt4742102,Nachom-ia Kumpasar,2015,156 min,8.4,90,"Drama, Musical, Romance            ",konkani
tt14311246,Chote Nawab,1980,-,-,-,-,urdu
tt0231828,Johar in Kashmir,1966,122 min,6.8,12,"Action, Drama, Thriller            ",hindi
tt0334281,Sakthi,1980,138 min,6.5,16,"Action, Horror, Thriller            ",malayalam
tt4298264,Jwaala Mera Naam,2004,-,-,-,Thriller            ,hindi
tt2790204,Tu Meri Main Tera,1980,-,-,-,Action            ,hindi
tt1268906,Samudram,1999,-,6.7,97,"Action, Crime, Drama            ",telugu
tt8217138,Her Secret,2017,-,8.8,22,"Short, Drama            ",malayalam
tt1510672,Anna Chellalu,1960,135 min,-,-,-,telugu
tt7621972,Johnny Johnny Yes Papa,2018,151 min,5.5,36,Comedy            ,kannada
tt0361514,Diwani,1947,-,-,-,-,hindi
tt3157768,Madan Manjari,1961,-,-,-,Fantasy            ,hindi
tt12961746,3BHK Movie 2020,2020,-,-,-,"Comedy, Drama, Romance            ",telugu
-,Positive,2021,-,-,-,Short            ,malayalam
tt0049072,Chori Chori,1956,158 min,7.8,466,"Comedy, Musical, Romance            ",hindi
tt0275731,Time Bomb,1996,-,-,-,-,malayalam
tt3383136,Rangeen Duniya,1975,-,-,-,Romance            ,hindi
tt3417484,Anbu Roja,1975,-,-,-,-,tamil
tt8821222,Raja Putra Rahasyam,1978,126 min,8.6,14,Drama            ,telugu
tt6956922,Vismrit: Forgotten,2018,63 min,-,-,Drama            ,nepali
tt11961318,Moodu Puvvulu Aaru Kayalu,2018,136 min,-,-,-,telugu
tt0439499,Chorni,1982,149 min,5.1,37,"Comedy, Drama            ",hindi
tt10852008,Balakot: the true story,2020,-,-,-,Action            ,tamil
tt2742248,Raja Rani's Love in Jungle,1995,109 min,-,-,"Adventure, Drama, Romance            ",hindi
tt1445096,Qaidi,1962,-,-,-,Drama            ,urdu
tt6173444,L7,2016,125 min,4.6,58,Thriller            ,telugu
tt1575670,Sahas Baludu Vichitra Kothi,2002,150 min,-,-,Action            ,telugu
tt0175834,Ladka Ladki,1966,-,6.4,18,Comedy            ,hindi
